Name,Area,Peri,APRatio,Circularity,PARatio,Centroid_1,Centroid_2,Eccentricity,Solidity,Orientation,MajorAxisLength,MinorAxisLength,t_min
17-0min.tif,35367,686.226,51.5384144582106,0.935204009106854,0.0194030027992196,688.131676421523,844.759776062431,0.333102573773646,0.987353433835846,70.5680982322365,220.547467335093,207.952132842364,0
17-20min.tif,26865,587.905,45.6961583929376,0.966391881676793,0.0218836776474967,636.41116694584,875.002010050251,0.462815874109581,0.992867174218346,89.564578890822,197.143723932627,174.758928561611,20
17-40min.tif,25496,569.487,44.7701176673041,0.977092895247097,0.0223363272670223,611.807028553499,883.417085032946,0.421605279428179,0.992178075261704,70.8891821863551,189.791264081437,172.098819881175,40
17-60min.tif,37360,692.266,53.9676944989354,0.97081812366405,0.0185296038543897,676.369459314775,859.023420770878,0.462159260375911,0.99274572848298,65.9254871382301,232.20011409738,205.914351337252,60
17-80min.tif,39427,706.979,55.7682760025404,0.982515438285439,0.0179313414665077,675.584574022878,857.625028533746,0.388558898708673,0.993598951639324,81.8034165945468,233.754278700018,215.386776425145,80
17-100min.tif,39357,707.086,55.6608389927109,0.980475552183728,0.0179659526894834,678.60139238255,858.740249510888,0.41211869516621,0.993311796476705,84.6435728639002,234.937859340466,214.05897099965,100
17-120min.tif,40393,715.647,56.4426316326345,0.982457158259525,0.0177171044487906,678.761666625405,859.420468893125,0.424189619442355,0.994558526616438,80.31013707614,238.668559676772,216.131896947175,120
17-140min.tif,41451,724.934,57.178998363989,0.982634326948657,0.0174889387469542,678.015753540325,860.493112349521,0.428968860871977,0.994410325304673,74.9435580572608,242.111646653963,218.704117635861,140
17-160min.tif,41460,722.948,57.3485229919718,0.988231602538344,0.0174372407139411,676.932199710564,863.695610226725,0.341810369369294,0.994292292196268,73.4968372786633,237.355975257974,223.059774635089,160
17-180min.tif,41862,727.422,57.5484381830629,0.985629710708477,0.0173766661889064,676.296665233386,864.964359084611,0.339402461142159,0.994299558215762,70.4529426166904,238.515094230729,224.357137416764,180
17-200min.tif,41353,723.478,57.1586143600773,0.984243776418758,0.0174951756825381,674.728532391846,866.001039827824,0.333449805795684,0.994492809388678,63.5000371426188,236.839255060599,223.284436296613,200
17-220min.tif,44536,750.645,59.3303092673634,0.984972839966505,0.0168547916292438,677.649227591162,864.055168852165,0.328057408387753,0.994240300040184,76.3071531231943,245.497076894059,231.910725667657,220
17-240min.tif,45073,755.417,59.6663829381653,0.98434664332143,0.0167598562332217,674.534444123977,862.833092982495,0.318063393366079,0.994286596664608,77.2555512818906,246.51355391967,233.711968933162,240
17-260min.tif,45590,758.37,60.1157746218864,0.987930556001435,0.0166345689844264,674.067997367844,862.495678876947,0.32051405269268,0.994004142592391,71.5715027321121,247.925639116138,234.84601474957,260
17-280min.tif,46901,772.059,60.7479480195166,0.980762325009588,0.0164614613760901,669.597855056395,861.635636766807,0.259646040498381,0.994107547849679,47.8662561613698,249.340391156026,240.788976700219,280
17-300min.tif,47902,778.319,61.5454588671226,0.985710415764769,0.0162481524779759,669.67404283746,862.102271303912,0.233987629997572,0.994642857142857,53.5186530197913,250.890721056212,243.925887728816,300
17-320min.tif,49180,787.506,62.4503178388482,0.988627035076914,0.016012728751525,670.453090687271,860.520740138268,0.281108847118973,0.994861835983331,56.8237926141235,255.67279547511,245.363017842638,320
17-340min.tif,50354,795.025,63.3363730700292,0.993245821772824,0.0157887158914883,668.794058068872,858.461254319419,0.305547904985511,0.995158007075239,58.7498657207409,259.681656386534,247.262823956296,340
