Name,Area,Peri,APRatio,Circularity,PARatio,Centroid_1,Centroid_2,t_min,Eccentricity,Solidity,Orientation,MajorAxisLength,MinorAxisLength,repRatio,relative_repRatio,nor_area
5-0min.tif,41614,741.785,56.0998132882169,0.942371993042796,0.0178253712692844,435.666073917432,494.344619599173,0,0.583164258028595,0.990243670283647,66.4078862887668,257.273072813801,208.996877383143,2.4030374393233e-05,41614,1
5-20min.tif,41402,735.748,56.2719844294514,0.952954326252836,0.0177708323269407,435.591879619342,495.601009613062,20,0.563542193805241,0.992306401744841,69.3155533834533,253.868267992694,209.717347233839,2.41534225399739e-05,41402,0.994905560628635
5-40min.tif,41805,735.541,56.8357168397139,0.962769585426375,0.0175945700275087,434.879320655424,495.172563090539,40,0.528156626935317,0.993205198260911,71.5968352806719,251.322199433729,213.409484255966,2.39205836622414e-05,41805,1.00458980150911
5-60min.tif,42734,742.878,57.5249233386909,0.964901413858244,0.0173837693639725,434.268544952497,494.599686432349,60,0.527357444470806,0.992244822141729,73.3528466378229,253.818687540076,215.655405316532,2.34005709739318e-05,42734,1.02691401932042
5-80min.tif,43173,751.546,57.4455854997565,0.952549759599932,0.017407778009404,434.007852129803,495.729136265722,80,0.522500665395055,0.988189246721143,75.552048265559,254.549635983782,217.038915779391,2.31626247886411e-05,43173,1.03746335367905
5-100min.tif,44276,759.883,58.2668647673392,0.955655077043858,0.0171624130454422,433.250112927997,495.562404011202,100,0.526993824723897,0.988325632268577,75.688405848595,258.13590810963,219.381735178315,2.25855994218087e-05,44276,1.06396885663479
5-120min.tif,44981,769.204,58.4773350112584,0.947579431210027,0.0171006424934973,433.296769747227,495.527956248194,120,0.532668417899792,0.986036213775264,76.5357072417255,260.788105265479,220.711239117604,2.22316089015362e-05,44981,1.08091027058202
5-140min.tif,45321,761.81,59.4912117194576,0.973288163027056,0.0168092054455992,432.942587321551,494.53063701154,140,0.502155652738775,0.991902125144996,76.5311801252583,258.700193938776,223.718043531061,2.20648264601399e-05,45321,1.08908059787571
5-160min.tif,45997,763.628,60.2348263814318,0.98312696334291,0.0166016914146575,432.900776137574,492.017566363024,160,0.448979339240532,0.993520098494503,75.374958633944,256.297384980022,229.012513418242,2.1740548296628e-05,45997,1.10532513096554
5-180min.tif,45931,763.412,60.1654152672476,0.982269633213402,0.0166208443099432,432.809605712917,491.165552676841,180,0.469056629933207,0.994328144957028,71.7232476181147,257.629578027239,227.530222750761,2.1771788116958e-05,45931,1.10373912625559
5-200min.tif,46235,765.522,60.3966966331471,0.983349957010031,0.0165571969287336,431.67347247756,490.721358278361,200,0.451942602144592,0.993937700195627,75.6697538210881,257.248862038565,229.478080560132,2.16286363144804e-05,46235,1.11104436007113
5-220min.tif,46994,772.544,60.8301921961726,0.981478581206282,0.0164392050048942,431.052857811636,492.606205047453,220,0.493314406537367,0.994119140294466,78.0467612397576,262.464713689892,228.305213899469,2.1279312252628e-05,46994,1.12928341423559
5-240min.tif,46704,768.392,60.781476121563,0.985948570329681,0.016452380952381,431.495910414525,492.036570743405,240,0.447818998200798,0.993913598638008,80.2866627509767,258.057540587419,230.735500664856,2.14114422747516e-05,46704,1.12231460566156
5-260min.tif,46861,767.391,61.0653499975892,0.991834906870906,0.0163758989351486,430.909412944666,491.875333432919,260,0.427682480186156,0.995327202056031,76.535760717143,257.064790535043,232.368327447275,2.13397067924287e-05,46861,1.12608737444129
