Name,Area,Peri,APRatio,PARatio,Centroid_1,Centroid_2,t_min,Eccentricity,Solidity,Orientation,MajorAxisLength,MinorAxisLength,Circularity
2-0min.tif,32430,667.82,48.5609894881854,0.0205926611162504,417.546345975948,325.598088189948,0,0.547610002016372,0.963973604423043,-2.11892109178522,225.908481175383,189.025239447005,0.905235320469848
2-20min.tif,33000,667.934,49.4060790437379,0.0202404242424242,417.631575757576,326.432636363636,20,0.542054876365397,0.974486180014174,-4.11066300354599,226.561648112227,190.389515732904,0.920833088912751
2-40min.tif,34384,674.49,50.9777758009756,0.0196163913448115,418.599726617031,325.196544904607,40,0.485129676153152,0.984425103069171,-5.14222447432566,225.783685649276,197.434787473471,0.940976919495315
2-60min.tif,34685,678.303,51.1349647576378,0.0195560905290471,418.57336024218,323.674672048436,60,0.483177470232008,0.98383208055595,-10.7463291737328,226.824346696591,198.58980408732,0.938621425521975
2-80min.tif,34162,670.546,50.9465420716849,0.0196284175399567,416.912622211814,320.566887184591,80,0.362088212453521,0.982768044647737,-5.72259079218681,217.894192225369,203.108727646539,0.945880025434996
2-100min.tif,35941,713.311,50.3861569497737,0.0198467210149968,415.802008847834,324.769149439359,100,0.22253121932899,0.964134341971136,24.3911005886377,218.70204203024,213.218211795783,0.87988335736732
2-120min.tif,35670,682.471,52.2659570882865,0.0191329128118867,415.650855060275,324.747490888702,120,0.140290761293482,0.990228193881517,85.8317811193908,215.302822307186,213.173552437268,0.953576197552384
2-140min.tif,37268,705.96,52.790526375432,0.0189427927444456,414.334335086401,326.063512933348,140,0.320932343135443,0.982831825733801,-89.9370736526275,225.360698588925,213.439596043221,0.931384549428183
2-160min.tif,39089,723.568,54.0225659509542,0.0185107830847553,412.825961267876,328.218987438921,160,0.504363499713188,0.977396044307754,85.2813950164668,241.284930260922,208.347470931773,0.930127828556031
2-180min.tif,39140,720.375,54.3328127711262,0.0184050843127236,414.072432294328,329.096678589678,180,0.488880920242082,0.978010994502749,85.1264231932989,239.895351380425,209.272836733147,0.939579850271712
2-200min.tif,39823,723.85,55.0155418940388,0.0181766818170404,415.062099791578,327.528639228586,200,0.518192426558217,0.983891290920321,77.3079159819351,244.388607366802,209.016792087085,0.946858453506137
2-220min.tif,40365,721.709,55.9297445369256,0.0178795738882695,415.643428712994,327.223535240927,220,0.509678891829251,0.991233240017681,72.7636301656929,245.157915098635,210.925217532199,0.965423406905119
2-240min.tif,40844,728.152,56.0926839451104,0.0178276368622074,414.517407697581,327.167760258545,240,0.529599561588814,0.990589833139309,74.505572991178,248.417119781749,210.719271553479,0.95974220824078
2-260min.tif,41304,730.278,56.5592829032232,0.017680563625799,414.214749176835,326.994165214023,260,0.528486351169386,0.992932352516948,77.1800396844548,249.579478569385,211.878451315316,0.964932559431751
2-280min.tif,43215,742.914,58.1695862508985,0.0171911141964596,416.329816036099,329.128682170543,280,0.556579128775891,0.994271120927664,73.0748752295463,257.651230008054,214.055251507826,0.975667864096507
2-300min.tif,43954,750.076,58.5993952612802,0.0170650225235473,415.529985894344,330.069094962916,300,0.581107514293406,0.992996566058196,70.5035212073976,262.498611178115,213.628404164345,0.973570391634495
2-320min.tif,42509,743.334,57.1869442269559,0.0174865087393258,416.495659742643,330.855348279188,320,0.593902841542765,0.988742353406369,73.5517499111409,259.766370096678,208.991596437025,0.95864878914339
2-340min.tif,43063,748.37,57.5423921322341,0.0173784919768711,416.537514803892,331.555000812763,340,0.597427416933645,0.989703753073935,73.8442030393005,261.808796161564,209.950492561777,0.958170459182493
2-360min.tif,41459,731.096,56.7080109862453,0.0176341928169999,415.924214283991,330.447864154948,360,0.600999954832877,0.992934808641088,71.8039392819948,257.353238963378,205.689333424632,0.966396734479021
2-380min.tif,41332,733.766,56.3285843170711,0.0177529759024485,416.188038323817,332.492523952386,380,0.66495289009685,0.991175059952038,71.1136939968549,265.626631279759,198.392626652957,0.956467510115402
2-400min.tif,40387,729.332,55.3753297538021,0.0180585832074678,418.70042340357,335.256864832743,400,0.701257194769064,0.990897492516806,70.8779611632316,268.813333398278,191.639275869199,0.945948546921654
2-420min.tif,40136,730.738,54.9252947020683,0.0182065477376918,419.114610324895,336.205252142715,420,0.707551989348762,0.989253672483486,70.8304117831023,269.210953342961,190.240960254177,0.936470992668786
2-440min.tif,39312,723.94,54.3028427770257,0.0184152421652422,419.19915038665,336.750483312983,440,0.719466946601399,0.989578613502492,71.9155816030791,268.828152805378,186.708325138961,0.934477186678954
2-460min.tif,38843,725.214,53.5607420706164,0.0186703910614525,418.544293695132,337.454264603661,460,0.741255913729312,0.987341450395262,71.9551236964685,271.847204086745,182.469965180807,0.920101439740143
2-480min.tif,37862,714.049,53.0243722769726,0.0188592520204955,417.952353282975,337.613517510961,480,0.743413173095759,0.988873798579189,71.4914825254913,269.098873777711,179.982060629167,0.925005354152361
2-500min.tif,40827,742.902,54.9561045736854,0.0181963406569182,420.751512479487,340.956376907439,500,0.719666187297966,0.985231303844205,74.776586087098,274.225691316978,190.400444489047,0.921783485654324
2-520min.tif,41020,741.339,55.3323108591346,0.0180726231106777,421.141955143832,342.920624085812,520,0.721097852255316,0.987767289539588,74.4032707547573,275.292874177274,190.732051784506,0.930033855509284
2-540min.tif,42135,753.702,55.9040575718255,0.017887789248843,421.74970926783,343.461326688027,540,0.723573291015898,0.988087142086626,77.3938396491591,280.041670195895,193.298079235087,0.924358810603218
2-560min.tif,42031,749.7,56.0637588368681,0.0178368347172325,422.08534177155,343.376436439771,560,0.714765221937014,0.990666320974851,76.2288796792077,277.541996292252,194.103014237267,0.931906578035244
2-580min.tif,42712,755.035,56.5695630003907,0.0176773506274583,421.792798276831,344.253535306237,580,0.712200551047287,0.989757612272327,74.2315578984201,279.167564745958,195.968944450991,0.93372508693937
2-600min.tif,41163,750.638,54.8373516928266,0.0182357456939484,421.468891966086,342.804484609965,600,0.730536405877855,0.984407509267009,70.9586907466004,277.503211899614,189.499659200514,0.91039136989499
2-620min.tif,41820,749.934,55.7649073118434,0.0179324246771879,422.607006217121,343.671138211382,620,0.72680503188251,0.987648489714947,70.8897950900774,278.967163893362,191.606875053364,0.926652171947625
