Name,Area,Peri,APRatio,PARatio,Centroid_1,Centroid_2,t_min,Eccentricity,Solidity,Orientation,MajorAxisLength,MinorAxisLength,Circularity
7-0min.tif,26986,581.901,46.3755862251483,0.0215630697398651,604.431594159935,722.490180093382,0,0.224558114865102,0.992168829736387,-84.3870647380387,187.852515321149,183.054893307082,0.990771282330125
7-20min.tif,25821,568.188,45.4444655642147,0.0220048797490415,600.602649006623,726.739707989621,20,0.309682943931548,0.993726908866995,-55.7619290894547,186.005662886331,176.861601869025,0.994052868526105
7-40min.tif,26574,578.444,45.9404886211976,0.0217672913373975,599.847106194024,725.11161285467,40,0.348981401049225,0.993086438207706,-69.8500166346378,190.133963594323,178.180174838694,0.987278128084354
7-60min.tif,25741,568.884,45.2482404145661,0.0221003069033837,599.491705838934,729.004156792665,60,0.360472926204632,0.993362404970478,-55.2878261647537,187.6474288447,175.031831507127,0.988563017118672
7-80min.tif,25551,567.89,44.992868337178,0.0222257445892529,595.693123556808,729.698446244765,80,0.41131632479883,0.993120335820896,-38.9438559944345,189.093039000585,172.35691832182,0.984685387136266
7-100min.tif,26528,577.334,45.9491386268607,0.0217631936067551,596.950165862485,728.734054583836,100,0.21347706983569,0.99359526574029,-8.19723462224079,186.015621912845,181.727603691337,0.989341998477651
7-120min.tif,26364,575.302,45.8263659782167,0.0218214990138067,596.339136701563,730.082385070551,120,0.390886726038705,0.993817852834741,-21.6668525265888,191.069890450838,175.868138903827,0.99014577206391
7-140min.tif,26673,579.684,46.0130001863084,0.0217329884152514,594.745472950174,730.595321111236,140,0.368507700246495,0.992040763194109,-28.1898770447709,191.237296664876,177.778913718959,0.986744015324644
7-160min.tif,27422,587.043,46.7120807164041,0.021407738312304,594.14389905915,730.154255707096,160,0.407723033881404,0.993442741730971,-22.0467506421771,195.681383315008,178.677776659812,0.989311950615433
7-180min.tif,27176,585.232,46.4362850971922,0.0215348837209302,593.859471592582,731.126435089785,180,0.441325384183728,0.993020791464172,-12.9166472175598,196.555944828342,176.378916651206,0.986481744723921
7-200min.tif,26844,582.636,46.0733631289519,0.0217045149754135,593.779243033825,732.010207122634,200,0.450375832663173,0.991907770757122,-13.263686349944,195.829539339695,174.844264268898,0.983086165154594
7-220min.tif,27169,585.299,46.4190097710743,0.0215428981559866,594.792668114395,732.027273731091,220,0.380754211733992,0.992619926199262,-4.42373857497027,193.650986302772,179.064474413118,0.98600307505055
7-240min.tif,27253,586.573,46.4613952568563,0.0215232451473232,594.134003595934,732.54228892232,240,0.413806263702657,0.99351099121432,-1.26019160508247,195.543656714035,178.01609491153,0.984782746128017
7-260min.tif,27382,587.094,46.6398907159671,0.0214408735665766,595.205426922796,732.324921481265,260,0.376073273901958,0.993793779261786,8.04143148546483,194.190977585442,179.935403728061,0.987698149716177
7-280min.tif,28408,596.464,47.627350519059,0.0209963390594199,593.882392283864,731.858560968741,280,0.367680164214149,0.993807941227917,3.6222494508097,197.369445661475,183.544171700795,0.992931236678413
